Name,Number of small games Simulated,Number of medium games Simulated,Number of large games Simulated,Number of small games won,Number of medium games won,Number of large games won,Number of small games lost,Number of medium games lost,Number of large games lost,Total score of small games,Total score of medium games,Total score of large games,Total score,Total time to play small games,Total time to play medium games,Total time to play large games,Total time to play
,100,100,100,69,34,3,31,66,97,10756,19054,10762,40572,67928202,47883603,16156476,131968281
